1100926980,DeleteOffer,18624
1100926981,DeleteOffer,18624
1100926982,DeleteOffer,18624
1100926983,DeleteOffer,18624
1100926984,DeleteOffer,18624
1100926985,DeleteOffer,18624
1100926986,DeleteOffer,18624
1100926987,DeleteOffer,18624
1100926988,DeleteOffer,18624
1100926989,DeleteOffer,18624
1100926990,DeleteOffer,18624
1100926991,DeleteOffer,18624
1100926992,DeleteOffer,18624
1100926993,DeleteOffer,18624
1100926994,DeleteOffer,18624
1100926995,DeleteOffer,18624
1100926996,DeleteOffer,18624
1100926997,DeleteOffer,18624
1100926998,DeleteOffer,18624
1100926999,DeleteOffer,18624
